file,line/location,old_reference,new_reference,reference_type,reason,action
docs/migration/dry_run_report.md,L19,models/phase2_1/best_model.pt,models/archive/best_model.pt,documentation-only reference,Path changed in migration,IGNORE
docs/migration/dry_run_report.md,L20,models/feature_scaler.pkl,models/archive/feature_scaler.pkl,documentation-only reference,Path changed in migration,IGNORE
docs/migration/dry_run_report.md,L20,models/scaler.pkl,models/archive/scaler.pkl,documentation-only reference,Path changed in migration,IGNORE
docs/migration/dry_run_report.md,L21,models/logistic_regression.pkl,models/archive/logistic_regression.pkl,documentation-only reference,Path changed in migration,IGNORE
docs/migration/dry_run_report.md,L22,models/scaler.pkl,models/archive/scaler.pkl,documentation-only reference,Path changed in migration,IGNORE
docs/migration/dry_run_report.md,L23,models/phase2_1/best_model.pt,models/archive/best_model.pt,documentation-only reference,Path changed in migration,IGNORE
docs/migration/dry_run_report.md,L24,models/phase2_3/model_SET_A_h20.pt,models/archive/model_SET_A_h20.pt,documentation-only reference,Path changed in migration,IGNORE
docs/migration/dry_run_report.md,L25,models/phase2_3/model_SET_R_h10.pt,models/archive/model_SET_R_h10.pt,documentation-only reference,Path changed in migration,IGNORE
docs/migration/dry_run_report.md,L26,models/phase2_3/model_SET_R_h20.pt,models/production/model_SET_R_h20.pt,documentation-only reference,Path changed in migration,IGNORE
docs/migration/dry_run_report.md,L27,models/phase2_3/model_SET_R_h30.pt,models/archive/model_SET_R_h30.pt,documentation-only reference,Path changed in migration,IGNORE
docs/migration/dry_run_report.md,L28,models/phase2_3/model_SET_R_h5.pt,models/archive/model_SET_R_h5.pt,documentation-only reference,Path changed in migration,IGNORE
docs/migration/dry_run_report.md,L29,models/phase2_3/model_SET_R_Repro_1_h20.pt,models/archive/model_SET_R_Repro_1_h20.pt,documentation-only reference,Path changed in migration,IGNORE
docs/migration/dry_run_report.md,L30,models/phase2_3/model_SET_R_Repro_2_h20.pt,models/archive/model_SET_R_Repro_2_h20.pt,documentation-only reference,Path changed in migration,IGNORE
docs/migration/dry_run_report.md,L31,models/phase2_3/model_SET_R_SELECT_h20.pt,models/archive/model_SET_R_SELECT_h20.pt,documentation-only reference,Path changed in migration,IGNORE
docs/migration/dry_run_report.md,L32,models/phase2_3/scaler_SET_A_h20.joblib,models/archive/scaler_SET_A_h20.joblib,documentation-only reference,Path changed in migration,IGNORE
docs/migration/dry_run_report.md,L33,models/phase2_3/scaler_SET_R_h10.joblib,models/archive/scaler_SET_R_h10.joblib,documentation-only reference,Path changed in migration,IGNORE
docs/migration/dry_run_report.md,L34,models/phase2_3/scaler_SET_R_h20.joblib,models/production/scaler_SET_R_h20.joblib,documentation-only reference,Path changed in migration,IGNORE
docs/migration/dry_run_report.md,L35,models/phase2_3/scaler_SET_R_h30.joblib,models/archive/scaler_SET_R_h30.joblib,documentation-only reference,Path changed in migration,IGNORE
docs/migration/dry_run_report.md,L36,models/phase2_3/scaler_SET_R_h5.joblib,models/archive/scaler_SET_R_h5.joblib,documentation-only reference,Path changed in migration,IGNORE
docs/migration/dry_run_report.md,L37,models/phase2_3/scaler_SET_R_Repro_1_h20.joblib,models/archive/scaler_SET_R_Repro_1_h20.joblib,documentation-only reference,Path changed in migration,IGNORE
docs/migration/dry_run_report.md,L38,models/phase2_3/scaler_SET_R_Repro_2_h20.joblib,models/archive/scaler_SET_R_Repro_2_h20.joblib,documentation-only reference,Path changed in migration,IGNORE
docs/migration/dry_run_report.md,L39,models/phase2_3/scaler_SET_R_SELECT_h20.joblib,models/archive/scaler_SET_R_SELECT_h20.joblib,documentation-only reference,Path changed in migration,IGNORE
docs/migration/dry_run_report.md,L40,nootebooks/01_dataset_inspection.ipynb,notebooks/archive/01_dataset_inspection.ipynb,documentation-only reference,Path changed in migration,IGNORE
docs/migration/dry_run_report.md,L41,nootebooks/CyberCast_Complete.ipynb,notebooks/archive/CyberCast_Complete.ipynb,documentation-only reference,Path changed in migration,IGNORE
docs/migration/dry_run_report.md,L41,notebooks/CyberCast_Complete.ipynb,notebooks/archive/CyberCast_Complete.ipynb,documentation-only reference,Path changed in migration,IGNORE
docs/migration/dry_run_report.md,L42,nootebooks/CyberCast_Complete_executed.ipynb,notebooks/archive/CyberCast_Complete_executed.ipynb,documentation-only reference,Path changed in migration,IGNORE
docs/migration/dry_run_report.md,L43,nootebooks/CyberCast_Model_From_Scratch.ipynb,notebooks/archive/CyberCast_Model_From_Scratch.ipynb,documentation-only reference,Path changed in migration,IGNORE
docs/migration/dry_run_report.md,L44,notebooks/CyberCast_All_Phases.ipynb,notebooks/archive/CyberCast_All_Phases.ipynb,documentation-only reference,Path changed in migration,IGNORE
docs/migration/dry_run_report.md,L45,notebooks/CyberCast_All_Pipelines.ipynb,notebooks/archive/CyberCast_All_Pipelines.ipynb,documentation-only reference,Path changed in migration,IGNORE
docs/migration/dry_run_report.md,L46,nootebooks/CyberCast_Complete.ipynb,notebooks/archive/CyberCast_Complete.ipynb,documentation-only reference,Path changed in migration,IGNORE
docs/migration/dry_run_report.md,L46,notebooks/CyberCast_Complete.ipynb,notebooks/archive/CyberCast_Complete.ipynb,documentation-only reference,Path changed in migration,IGNORE
docs/migration/dry_run_report.md,L47,notebooks/Phase_2_3_Complete_Analysis.ipynb,notebooks/archive/Phase_2_3_Complete_Analysis.ipynb,documentation-only reference,Path changed in migration,IGNORE
docs/migration/dry_run_report.md,L48,notebooks/Phase_2/01_Phase_2_Model_Training.ipynb,notebooks/archive/01_Phase_2_Model_Training.ipynb,documentation-only reference,Path changed in migration,IGNORE
docs/migration/dry_run_report.md,L49,notebooks/Phase_2/02_Phase_2_Model_Evaluation.ipynb,notebooks/archive/02_Phase_2_Model_Evaluation.ipynb,documentation-only reference,Path changed in migration,IGNORE
docs/migration/dry_run_report.md,L50,notebooks/Phase_2_1/01_Phase_2_1_Experiments_Training.ipynb,notebooks/archive/01_Phase_2_1_Experiments_Training.ipynb,documentation-only reference,Path changed in migration,IGNORE
docs/migration/dry_run_report.md,L51,notebooks/Phase_2_1/02_Phase_2_1_Evaluation.ipynb,notebooks/archive/02_Phase_2_1_Evaluation.ipynb,documentation-only reference,Path changed in migration,IGNORE
docs/migration/dry_run_report.md,L52,notebooks/Phase_2_2/01_Phase_2_2_Experiments_Training.ipynb,notebooks/archive/01_Phase_2_2_Experiments_Training.ipynb,documentation-only reference,Path changed in migration,IGNORE
docs/migration/dry_run_report.md,L53,notebooks/Phase_2_2/02_Phase_2_2_Evaluation.ipynb,notebooks/archive/02_Phase_2_2_Evaluation.ipynb,documentation-only reference,Path changed in migration,IGNORE
docs/migration/dry_run_report.md,L54,notebooks/Phase_2_3/01_Phase_2_3_Training.ipynb,notebooks/archive/01_Phase_2_3_Training.ipynb,documentation-only reference,Path changed in migration,IGNORE
docs/migration/dry_run_report.md,L55,notebooks/Phase_2_3/02_Phase_2_3_Final_Evaluation.ipynb,notebooks/archive/02_Phase_2_3_Final_Evaluation.ipynb,documentation-only reference,Path changed in migration,IGNORE
docs/migration/dry_run_report.md,L56,results/phase2_2/models/model_10_SET_A.pt,models/archive/model_10_SET_A.pt,documentation-only reference,Path changed in migration,IGNORE
docs/migration/dry_run_report.md,L57,results/phase2_2/models/model_10_SET_B.pt,models/archive/model_10_SET_B.pt,documentation-only reference,Path changed in migration,IGNORE
docs/migration/dry_run_report.md,L58,results/phase2_2/models/model_10_SET_C.pt,models/archive/model_10_SET_C.pt,documentation-only reference,Path changed in migration,IGNORE
docs/migration/dry_run_report.md,L59,results/phase2_2/models/model_20_SET_A.pt,models/archive/model_20_SET_A.pt,documentation-only reference,Path changed in migration,IGNORE
docs/migration/dry_run_report.md,L60,results/phase2_2/models/model_20_SET_B.pt,models/archive/model_20_SET_B.pt,documentation-only reference,Path changed in migration,IGNORE
docs/migration/dry_run_report.md,L61,results/phase2_2/models/model_20_SET_C.pt,models/archive/model_20_SET_C.pt,documentation-only reference,Path changed in migration,IGNORE
docs/migration/dry_run_report.md,L62,results/phase2_2/models/model_30_SET_A.pt,models/archive/model_30_SET_A.pt,documentation-only reference,Path changed in migration,IGNORE
docs/migration/dry_run_report.md,L63,results/phase2_2/models/model_30_SET_B.pt,models/archive/model_30_SET_B.pt,documentation-only reference,Path changed in migration,IGNORE
docs/migration/dry_run_report.md,L64,results/phase2_2/models/model_30_SET_C.pt,models/archive/model_30_SET_C.pt,documentation-only reference,Path changed in migration,IGNORE
docs/migration/dry_run_report.md,L65,results/phase2_2/models/model_5_SET_A.pt,models/archive/model_5_SET_A.pt,documentation-only reference,Path changed in migration,IGNORE
docs/migration/dry_run_report.md,L66,results/phase2_2/models/model_5_SET_B.pt,models/archive/model_5_SET_B.pt,documentation-only reference,Path changed in migration,IGNORE
docs/migration/dry_run_report.md,L67,results/phase2_2/models/model_5_SET_C.pt,models/archive/model_5_SET_C.pt,documentation-only reference,Path changed in migration,IGNORE
docs/migration/dry_run_report.md,L68,scratch/audit_script.py,archive/audit_script.py,documentation-only reference,Path changed in migration,IGNORE
docs/migration/dry_run_report.md,L69,scratch/check_dates.py,archive/check_dates.py,documentation-only reference,Path changed in migration,IGNORE
docs/migration/dry_run_report.md,L70,scratch/check_env.py,archive/check_env.py,documentation-only reference,Path changed in migration,IGNORE
docs/migration/dry_run_report.md,L71,scratch/compare.py,archive/compare.py,documentation-only reference,Path changed in migration,IGNORE
docs/migration/dry_run_report.md,L72,scratch/dump_cells.py,archive/dump_cells.py,documentation-only reference,Path changed in migration,IGNORE
docs/migration/dry_run_report.md,L73,scratch/dump_early_cells.py,archive/dump_early_cells.py,documentation-only reference,Path changed in migration,IGNORE
docs/migration/dry_run_report.md,L74,scratch/dump_key_cells.py,archive/dump_key_cells.py,documentation-only reference,Path changed in migration,IGNORE
docs/migration/dry_run_report.md,L75,scratch/dump_key_cells2.py,archive/dump_key_cells2.py,documentation-only reference,Path changed in migration,IGNORE
docs/migration/dry_run_report.md,L76,scratch/dump_lr.py,archive/dump_lr.py,documentation-only reference,Path changed in migration,IGNORE
docs/migration/dry_run_report.md,L77,scratch/dump_model_cells.py,archive/dump_model_cells.py,documentation-only reference,Path changed in migration,IGNORE
docs/migration/dry_run_report.md,L78,scratch/dump_nb.py,archive/dump_nb.py,documentation-only reference,Path changed in migration,IGNORE
docs/migration/dry_run_report.md,L79,scratch/dump_pipeline.py,archive/dump_pipeline.py,documentation-only reference,Path changed in migration,IGNORE
docs/migration/dry_run_report.md,L80,scratch/execute_and_verify.py,archive/execute_and_verify.py,documentation-only reference,Path changed in migration,IGNORE
docs/migration/dry_run_report.md,L81,scratch/extract_outputs.py,archive/extract_outputs.py,documentation-only reference,Path changed in migration,IGNORE
docs/migration/dry_run_report.md,L82,scratch/fast_scan.py,archive/fast_scan.py,documentation-only reference,Path changed in migration,IGNORE
docs/migration/dry_run_report.md,L83,scratch/find_environments.py,archive/find_environments.py,documentation-only reference,Path changed in migration,IGNORE
docs/migration/dry_run_report.md,L84,scratch/fix_and_run.py,archive/fix_and_run.py,documentation-only reference,Path changed in migration,IGNORE
docs/migration/dry_run_report.md,L85,scratch/fix_unicode.py,archive/fix_unicode.py,documentation-only reference,Path changed in migration,IGNORE
docs/migration/dry_run_report.md,L86,scratch/full_audit.py,archive/full_audit.py,documentation-only reference,Path changed in migration,IGNORE
docs/migration/dry_run_report.md,L87,scratch/full_audit_v2.py,archive/full_audit_v2.py,documentation-only reference,Path changed in migration,IGNORE
docs/migration/dry_run_report.md,L88,scratch/generate_notebook.py,archive/generate_notebook.py,documentation-only reference,Path changed in migration,IGNORE
docs/migration/dry_run_report.md,L89,scratch/inspect_interfaces.py,archive/inspect_interfaces.py,documentation-only reference,Path changed in migration,IGNORE
docs/migration/dry_run_report.md,L90,scratch/inspect_parquet.py,archive/inspect_parquet.py,documentation-only reference,Path changed in migration,IGNORE
docs/migration/dry_run_report.md,L91,scratch/inspect_timestamp.py,archive/inspect_timestamp.py,documentation-only reference,Path changed in migration,IGNORE
docs/migration/dry_run_report.md,L92,scratch/nb_cells.py,archive/nb_cells.py,documentation-only reference,Path changed in migration,IGNORE
docs/migration/dry_run_report.md,L93,scratch/nb_dump.txt,archive/nb_dump.txt,documentation-only reference,Path changed in migration,IGNORE
docs/migration/dry_run_report.md,L94,scratch/raw_csv_fast_audit.py,archive/raw_csv_fast_audit.py,documentation-only reference,Path changed in migration,IGNORE
docs/migration/dry_run_report.md,L95,scratch/raw_data_split_audit.py,archive/raw_data_split_audit.py,documentation-only reference,Path changed in migration,IGNORE
docs/migration/dry_run_report.md,L96,scratch/read_split.py,archive/read_split.py,documentation-only reference,Path changed in migration,IGNORE
docs/migration/dry_run_report.md,L97,scratch/run_check.bat,archive/run_check.bat,documentation-only reference,Path changed in migration,IGNORE
docs/migration/dry_run_report.md,L98,scratch/update_notebook.py,archive/update_notebook.py,documentation-only reference,Path changed in migration,IGNORE
docs/migration/dry_run_report.md,L99,scratch/validate_live_demo.py,archive/validate_live_demo.py,documentation-only reference,Path changed in migration,IGNORE
docs/migration/dry_run_report.md,L100,scratch/verify_nb.py,archive/verify_nb.py,documentation-only reference,Path changed in migration,IGNORE
docs/migration/dry_run_report.md,L101,scripts/01_dataset_inspection.py,scripts/01_dataset_inspection.py,documentation-only reference,Path changed in migration,IGNORE
docs/migration/dry_run_report.md,L102,scripts/build_final_migration_plan.py,scripts/build_final_migration_plan.py,documentation-only reference,Path changed in migration,IGNORE
docs/migration/dry_run_report.md,L103,scripts/create_nb_from_py.py,scripts/create_nb_from_py.py,documentation-only reference,Path changed in migration,IGNORE
docs/migration/dry_run_report.md,L104,scripts/phase2_2_experiments.py,scripts/phase2_2_experiments.py,documentation-only reference,Path changed in migration,IGNORE
docs/migration/dry_run_report.md,L105,scripts/phase2_3_experiments.py,scripts/phase2_3_experiments.py,documentation-only reference,Path changed in migration,IGNORE
docs/migration/dry_run_report.md,L106,scripts/threshold_analysis.py,scripts/threshold_analysis.py,documentation-only reference,Path changed in migration,IGNORE
docs/migration/dry_run_report.md,L107,scripts/live_attack_lab/attack_lab_runner.py,scripts/live_attack_lab/attack_lab_runner.py,documentation-only reference,Path changed in migration,IGNORE
docs/migration/dry_run_report.md,L108,scripts/live_attack_lab/generate_attack_report.py,scripts/live_attack_lab/generate_attack_report.py,documentation-only reference,Path changed in migration,IGNORE
docs/migration/pre_cleanup_manifest.json,L3,combine_notebooks.py,notebooks/archive/combine_notebooks.py,documentation-only reference,Path changed in migration,IGNORE
docs/migration/pre_cleanup_manifest.json,L9,create_notebook.py,archive/create_notebook.py,documentation-only reference,Path changed in migration,IGNORE
docs/migration/pre_cleanup_manifest.json,L15,cybercast_pipeline.py,archive/cybercast_pipeline.py,documentation-only reference,Path changed in migration,IGNORE
docs/migration/pre_cleanup_manifest.json,L21,dump_nb.ps1,archive/dump_nb.ps1,documentation-only reference,Path changed in migration,IGNORE
docs/migration/pre_cleanup_manifest.json,L27,fix.ps1,archive/fix.ps1,documentation-only reference,Path changed in migration,IGNORE
docs/migration/pre_cleanup_manifest.json,L33,fix.py,archive/fix.py,documentation-only reference,Path changed in migration,IGNORE
docs/migration/pre_cleanup_manifest.json,L39,fix23.py,archive/fix23.py,documentation-only reference,Path changed in migration,IGNORE
docs/migration/pre_cleanup_manifest.json,L45,fix_memory.ps1,archive/fix_memory.ps1,documentation-only reference,Path changed in migration,IGNORE
docs/migration/pre_cleanup_manifest.json,L51,gen_phase2.py,archive/gen_phase2.py,documentation-only reference,Path changed in migration,IGNORE
docs/migration/pre_cleanup_manifest.json,L57,gen_phase2_1.py,archive/gen_phase2_1.py,documentation-only reference,Path changed in migration,IGNORE
docs/migration/pre_cleanup_manifest.json,L63,gen_phase2_2.py,archive/gen_phase2_2.py,documentation-only reference,Path changed in migration,IGNORE
docs/migration/pre_cleanup_manifest.json,L69,gen_phase2_3.py,archive/gen_phase2_3.py,documentation-only reference,Path changed in migration,IGNORE
docs/migration/pre_cleanup_manifest.json,L75,scratch.py,archive/scratch.py,documentation-only reference,Path changed in migration,IGNORE
docs/migration/pre_cleanup_manifest.json,L81,models/best_world_model.pt,models/archive/best_world_model.pt,documentation-only reference,Path changed in migration,IGNORE
docs/migration/pre_cleanup_manifest.json,L87,models/cybercast_best_model.pt,models/archive/cybercast_best_model.pt,documentation-only reference,Path changed in migration,IGNORE
docs/migration/pre_cleanup_manifest.json,L87,models/phase2_1/best_model.pt,models/archive/best_model.pt,documentation-only reference,Path changed in migration,IGNORE
docs/migration/pre_cleanup_manifest.json,L93,models/feature_scaler.pkl,models/archive/feature_scaler.pkl,documentation-only reference,Path changed in migration,IGNORE
docs/migration/pre_cleanup_manifest.json,L93,models/scaler.pkl,models/archive/scaler.pkl,documentation-only reference,Path changed in migration,IGNORE
docs/migration/pre_cleanup_manifest.json,L99,models/logistic_regression.pkl,models/archive/logistic_regression.pkl,documentation-only reference,Path changed in migration,IGNORE
docs/migration/pre_cleanup_manifest.json,L105,models/scaler.pkl,models/archive/scaler.pkl,documentation-only reference,Path changed in migration,IGNORE
docs/migration/pre_cleanup_manifest.json,L111,models/phase2_1/best_model.pt,models/archive/best_model.pt,documentation-only reference,Path changed in migration,IGNORE
docs/migration/pre_cleanup_manifest.json,L117,models/phase2_3/model_SET_A_h20.pt,models/archive/model_SET_A_h20.pt,documentation-only reference,Path changed in migration,IGNORE
docs/migration/pre_cleanup_manifest.json,L123,models/phase2_3/model_SET_R_h10.pt,models/archive/model_SET_R_h10.pt,documentation-only reference,Path changed in migration,IGNORE
docs/migration/pre_cleanup_manifest.json,L129,models/phase2_3/model_SET_R_h20.pt,models/production/model_SET_R_h20.pt,documentation-only reference,Path changed in migration,IGNORE
docs/migration/pre_cleanup_manifest.json,L135,models/phase2_3/model_SET_R_h30.pt,models/archive/model_SET_R_h30.pt,documentation-only reference,Path changed in migration,IGNORE
docs/migration/pre_cleanup_manifest.json,L141,models/phase2_3/model_SET_R_h5.pt,models/archive/model_SET_R_h5.pt,documentation-only reference,Path changed in migration,IGNORE
docs/migration/pre_cleanup_manifest.json,L147,models/phase2_3/model_SET_R_Repro_1_h20.pt,models/archive/model_SET_R_Repro_1_h20.pt,documentation-only reference,Path changed in migration,IGNORE
docs/migration/pre_cleanup_manifest.json,L153,models/phase2_3/model_SET_R_Repro_2_h20.pt,models/archive/model_SET_R_Repro_2_h20.pt,documentation-only reference,Path changed in migration,IGNORE
docs/migration/pre_cleanup_manifest.json,L159,models/phase2_3/model_SET_R_SELECT_h20.pt,models/archive/model_SET_R_SELECT_h20.pt,documentation-only reference,Path changed in migration,IGNORE
docs/migration/pre_cleanup_manifest.json,L165,models/phase2_3/scaler_SET_A_h20.joblib,models/archive/scaler_SET_A_h20.joblib,documentation-only reference,Path changed in migration,IGNORE
docs/migration/pre_cleanup_manifest.json,L171,models/phase2_3/scaler_SET_R_h10.joblib,models/archive/scaler_SET_R_h10.joblib,documentation-only reference,Path changed in migration,IGNORE
docs/migration/pre_cleanup_manifest.json,L177,models/phase2_3/scaler_SET_R_h20.joblib,models/production/scaler_SET_R_h20.joblib,documentation-only reference,Path changed in migration,IGNORE
docs/migration/pre_cleanup_manifest.json,L183,models/phase2_3/scaler_SET_R_h30.joblib,models/archive/scaler_SET_R_h30.joblib,documentation-only reference,Path changed in migration,IGNORE
docs/migration/pre_cleanup_manifest.json,L189,models/phase2_3/scaler_SET_R_h5.joblib,models/archive/scaler_SET_R_h5.joblib,documentation-only reference,Path changed in migration,IGNORE
docs/migration/pre_cleanup_manifest.json,L195,models/phase2_3/scaler_SET_R_Repro_1_h20.joblib,models/archive/scaler_SET_R_Repro_1_h20.joblib,documentation-only reference,Path changed in migration,IGNORE
docs/migration/pre_cleanup_manifest.json,L201,models/phase2_3/scaler_SET_R_Repro_2_h20.joblib,models/archive/scaler_SET_R_Repro_2_h20.joblib,documentation-only reference,Path changed in migration,IGNORE
docs/migration/pre_cleanup_manifest.json,L207,models/phase2_3/scaler_SET_R_SELECT_h20.joblib,models/archive/scaler_SET_R_SELECT_h20.joblib,documentation-only reference,Path changed in migration,IGNORE
docs/migration/pre_cleanup_manifest.json,L213,nootebooks/01_dataset_inspection.ipynb,notebooks/archive/01_dataset_inspection.ipynb,documentation-only reference,Path changed in migration,IGNORE
docs/migration/pre_cleanup_manifest.json,L219,nootebooks/CyberCast_Complete.ipynb,notebooks/archive/CyberCast_Complete.ipynb,documentation-only reference,Path changed in migration,IGNORE
docs/migration/pre_cleanup_manifest.json,L219,notebooks/CyberCast_Complete.ipynb,notebooks/archive/CyberCast_Complete.ipynb,documentation-only reference,Path changed in migration,IGNORE
docs/migration/pre_cleanup_manifest.json,L225,nootebooks/CyberCast_Complete_executed.ipynb,notebooks/archive/CyberCast_Complete_executed.ipynb,documentation-only reference,Path changed in migration,IGNORE
docs/migration/pre_cleanup_manifest.json,L231,nootebooks/CyberCast_Model_From_Scratch.ipynb,notebooks/archive/CyberCast_Model_From_Scratch.ipynb,documentation-only reference,Path changed in migration,IGNORE
docs/migration/pre_cleanup_manifest.json,L237,notebooks/CyberCast_All_Phases.ipynb,notebooks/archive/CyberCast_All_Phases.ipynb,documentation-only reference,Path changed in migration,IGNORE
docs/migration/pre_cleanup_manifest.json,L243,notebooks/CyberCast_All_Pipelines.ipynb,notebooks/archive/CyberCast_All_Pipelines.ipynb,documentation-only reference,Path changed in migration,IGNORE
docs/migration/pre_cleanup_manifest.json,L249,nootebooks/CyberCast_Complete.ipynb,notebooks/archive/CyberCast_Complete.ipynb,documentation-only reference,Path changed in migration,IGNORE
docs/migration/pre_cleanup_manifest.json,L249,notebooks/CyberCast_Complete.ipynb,notebooks/archive/CyberCast_Complete.ipynb,documentation-only reference,Path changed in migration,IGNORE
docs/migration/pre_cleanup_manifest.json,L255,notebooks/Phase_2_3_Complete_Analysis.ipynb,notebooks/archive/Phase_2_3_Complete_Analysis.ipynb,documentation-only reference,Path changed in migration,IGNORE
docs/migration/pre_cleanup_manifest.json,L261,notebooks/Phase_2/01_Phase_2_Model_Training.ipynb,notebooks/archive/01_Phase_2_Model_Training.ipynb,documentation-only reference,Path changed in migration,IGNORE
docs/migration/pre_cleanup_manifest.json,L267,notebooks/Phase_2/02_Phase_2_Model_Evaluation.ipynb,notebooks/archive/02_Phase_2_Model_Evaluation.ipynb,documentation-only reference,Path changed in migration,IGNORE
docs/migration/pre_cleanup_manifest.json,L273,notebooks/Phase_2_1/01_Phase_2_1_Experiments_Training.ipynb,notebooks/archive/01_Phase_2_1_Experiments_Training.ipynb,documentation-only reference,Path changed in migration,IGNORE
docs/migration/pre_cleanup_manifest.json,L279,notebooks/Phase_2_1/02_Phase_2_1_Evaluation.ipynb,notebooks/archive/02_Phase_2_1_Evaluation.ipynb,documentation-only reference,Path changed in migration,IGNORE
docs/migration/pre_cleanup_manifest.json,L285,notebooks/Phase_2_2/01_Phase_2_2_Experiments_Training.ipynb,notebooks/archive/01_Phase_2_2_Experiments_Training.ipynb,documentation-only reference,Path changed in migration,IGNORE
docs/migration/pre_cleanup_manifest.json,L291,notebooks/Phase_2_2/02_Phase_2_2_Evaluation.ipynb,notebooks/archive/02_Phase_2_2_Evaluation.ipynb,documentation-only reference,Path changed in migration,IGNORE
docs/migration/pre_cleanup_manifest.json,L297,notebooks/Phase_2_3/01_Phase_2_3_Training.ipynb,notebooks/archive/01_Phase_2_3_Training.ipynb,documentation-only reference,Path changed in migration,IGNORE
docs/migration/pre_cleanup_manifest.json,L303,notebooks/Phase_2_3/02_Phase_2_3_Final_Evaluation.ipynb,notebooks/archive/02_Phase_2_3_Final_Evaluation.ipynb,documentation-only reference,Path changed in migration,IGNORE
docs/migration/pre_cleanup_manifest.json,L309,results/phase2_2/models/model_10_SET_A.pt,models/archive/model_10_SET_A.pt,documentation-only reference,Path changed in migration,IGNORE
docs/migration/pre_cleanup_manifest.json,L315,results/phase2_2/models/model_10_SET_B.pt,models/archive/model_10_SET_B.pt,documentation-only reference,Path changed in migration,IGNORE
docs/migration/pre_cleanup_manifest.json,L321,results/phase2_2/models/model_10_SET_C.pt,models/archive/model_10_SET_C.pt,documentation-only reference,Path changed in migration,IGNORE
docs/migration/pre_cleanup_manifest.json,L327,results/phase2_2/models/model_20_SET_A.pt,models/archive/model_20_SET_A.pt,documentation-only reference,Path changed in migration,IGNORE
docs/migration/pre_cleanup_manifest.json,L333,results/phase2_2/models/model_20_SET_B.pt,models/archive/model_20_SET_B.pt,documentation-only reference,Path changed in migration,IGNORE
docs/migration/pre_cleanup_manifest.json,L339,results/phase2_2/models/model_20_SET_C.pt,models/archive/model_20_SET_C.pt,documentation-only reference,Path changed in migration,IGNORE
docs/migration/pre_cleanup_manifest.json,L345,results/phase2_2/models/model_30_SET_A.pt,models/archive/model_30_SET_A.pt,documentation-only reference,Path changed in migration,IGNORE
docs/migration/pre_cleanup_manifest.json,L351,results/phase2_2/models/model_30_SET_B.pt,models/archive/model_30_SET_B.pt,documentation-only reference,Path changed in migration,IGNORE
docs/migration/pre_cleanup_manifest.json,L357,results/phase2_2/models/model_30_SET_C.pt,models/archive/model_30_SET_C.pt,documentation-only reference,Path changed in migration,IGNORE
docs/migration/pre_cleanup_manifest.json,L363,results/phase2_2/models/model_5_SET_A.pt,models/archive/model_5_SET_A.pt,documentation-only reference,Path changed in migration,IGNORE
docs/migration/pre_cleanup_manifest.json,L369,results/phase2_2/models/model_5_SET_B.pt,models/archive/model_5_SET_B.pt,documentation-only reference,Path changed in migration,IGNORE
docs/migration/pre_cleanup_manifest.json,L375,results/phase2_2/models/model_5_SET_C.pt,models/archive/model_5_SET_C.pt,documentation-only reference,Path changed in migration,IGNORE
docs/migration/pre_cleanup_manifest.json,L381,scratch/audit_script.py,archive/audit_script.py,documentation-only reference,Path changed in migration,IGNORE
docs/migration/pre_cleanup_manifest.json,L387,scratch/check_dates.py,archive/check_dates.py,documentation-only reference,Path changed in migration,IGNORE
docs/migration/pre_cleanup_manifest.json,L393,scratch/check_env.py,archive/check_env.py,documentation-only reference,Path changed in migration,IGNORE
docs/migration/pre_cleanup_manifest.json,L399,scratch/compare.py,archive/compare.py,documentation-only reference,Path changed in migration,IGNORE
docs/migration/pre_cleanup_manifest.json,L405,scratch/dump_cells.py,archive/dump_cells.py,documentation-only reference,Path changed in migration,IGNORE
docs/migration/pre_cleanup_manifest.json,L411,scratch/dump_early_cells.py,archive/dump_early_cells.py,documentation-only reference,Path changed in migration,IGNORE
docs/migration/pre_cleanup_manifest.json,L417,scratch/dump_key_cells.py,archive/dump_key_cells.py,documentation-only reference,Path changed in migration,IGNORE
docs/migration/pre_cleanup_manifest.json,L423,scratch/dump_key_cells2.py,archive/dump_key_cells2.py,documentation-only reference,Path changed in migration,IGNORE
docs/migration/pre_cleanup_manifest.json,L429,scratch/dump_lr.py,archive/dump_lr.py,documentation-only reference,Path changed in migration,IGNORE
docs/migration/pre_cleanup_manifest.json,L435,scratch/dump_model_cells.py,archive/dump_model_cells.py,documentation-only reference,Path changed in migration,IGNORE
docs/migration/pre_cleanup_manifest.json,L441,scratch/dump_nb.py,archive/dump_nb.py,documentation-only reference,Path changed in migration,IGNORE
docs/migration/pre_cleanup_manifest.json,L447,scratch/dump_pipeline.py,archive/dump_pipeline.py,documentation-only reference,Path changed in migration,IGNORE
docs/migration/pre_cleanup_manifest.json,L453,scratch/execute_and_verify.py,archive/execute_and_verify.py,documentation-only reference,Path changed in migration,IGNORE
docs/migration/pre_cleanup_manifest.json,L459,scratch/extract_outputs.py,archive/extract_outputs.py,documentation-only reference,Path changed in migration,IGNORE
docs/migration/pre_cleanup_manifest.json,L465,scratch/fast_scan.py,archive/fast_scan.py,documentation-only reference,Path changed in migration,IGNORE
docs/migration/pre_cleanup_manifest.json,L471,scratch/find_environments.py,archive/find_environments.py,documentation-only reference,Path changed in migration,IGNORE
